period|nome|value|id
2009.08|Empregados - admissões|1.457.455|231410417
2009.09|Empregados - admissões|1.491.580|231410417
2009.10|Empregados - admissões|1.433.915|231410417
2009.11|Empregados - admissões|1.413.043|231410417
2009.12|Empregados - admissões|1.068.481|231410417
2010.01|Empregados - admissões|1.410.462|231410417
2010.02|Empregados - admissões|1.526.321|231410417
2010.03|Empregados - admissões|1.820.045|231410417
2010.04|Empregados - admissões|1.660.075|231410417
2010.05|Empregados - admissões|1.693.332|231410417
2010.06|Empregados - admissões|1.623.079|231410417
2010.07|Empregados - admissões|1.614.319|231410417
2010.08|Empregados - admissões|1.740.659|231410417
2010.09|Empregados - admissões|1.688.585|231410417
2010.10|Empregados - admissões|1.620.535|231410417
2010.11|Empregados - admissões|1.576.872|231410417
2010.12|Empregados - admissões|1.230.563|231410417
2011.01|Empregados - admissões|1.650.372|231410417
2011.02|Empregados - admissões|1.797.217|231410417
2011.03|Empregados - admissões|1.765.922|231410417
2011.04|Empregados - admissões|1.774.378|231410417
2011.05|Empregados - admissões|1.912.665|231410417
2011.06|Empregados - admissões|1.781.817|231410417
2011.07|Empregados - admissões|1.696.863|231410417
2011.08|Empregados - admissões|1.830.321|231410417
2011.09|Empregados - admissões|1.763.026|231410417
2011.10|Empregados - admissões|1.664.566|231410417
2011.11|Empregados - admissões|1.620.422|231410417
2011.12|Empregados - admissões|1.305.051|231410417
2012.01|Empregados - admissões|1.711.490|231410417
2012.02|Empregados - admissões|1.740.062|231410417
2012.03|Empregados - admissões|1.881.127|231410417
2012.04|Empregados - admissões|1.798.101|231410417
2012.05|Empregados - admissões|1.785.075|231410417
2012.06|Empregados - admissões|1.732.327|231410417
2012.07|Empregados - admissões|1.753.241|231410417
2012.08|Empregados - admissões|1.819.767|231410417
2012.09|Empregados - admissões|1.664.747|231410417
2012.10|Empregados - admissões|1.710.580|231410417
2012.11|Empregados - admissões|1.624.306|231410417
2012.12|Empregados - admissões|1.211.216|231410417
2013.01|Empregados - admissões|1.794.272|231410417
2013.02|Empregados - admissões|1.774.411|231410417
2013.03|Empregados - admissões|1.849.148|231410417
2013.04|Empregados - admissões|1.938.169|231410417
2013.05|Empregados - admissões|1.827.122|231410417
2013.06|Empregados - admissões|1.772.194|231410417
2013.07|Empregados - admissões|1.781.308|231410417
2013.08|Empregados - admissões|1.845.915|231410417
2013.09|Empregados - admissões|1.805.458|231410417
2013.10|Empregados - admissões|1.841.106|231410417
2013.11|Empregados - admissões|1.618.426|231410417
2013.12|Empregados - admissões|1.094.522|231410417
2014.01|Empregados - admissões|1.778.077|231410417
2014.02|Empregados - admissões|1.989.181|231410417
2014.03|Empregados - admissões|1.767.969|231410417
2014.04|Empregados - admissões|1.862.515|231410417
2014.05|Empregados - admissões|1.849.591|231410417
2014.06|Empregados - admissões|1.639.407|231410417
2014.07|Empregados - admissões|1.746.797|231410417
2014.08|Empregados - admissões|1.748.818|231410417
2014.09|Empregados - admissões|1.770.429|231410417
2014.10|Empregados - admissões|1.718.373|231410417
2014.11|Empregados - admissões|1.613.006|231410417
2014.12|Empregados - admissões|1.176.896|231410417
2015.01|Empregados - admissões|1.600.094|231410417
2015.02|Empregados - admissões|1.646.703|231410417
2015.03|Empregados - admissões|1.719.219|231410417
2015.04|Empregados - admissões|1.527.681|231410417
2015.05|Empregados - admissões|1.464.645|231410417
2015.06|Empregados - admissões|1.453.335|231410417
2015.07|Empregados - admissões|1.397.393|231410417
2015.08|Empregados - admissões|1.392.343|231410417
2015.09|Empregados - admissões|1.326.735|231410417
2015.10|Empregados - admissões|1.237.454|231410417
2015.11|Empregados - admissões|1.179.079|231410417
2015.12|Empregados - admissões|917.031|231410417
2016.01|Empregados - admissões|1.205.040|231410417
2016.02|Empregados - admissões|1.276.620|231410417
2016.03|Empregados - admissões|1.374.485|231410417
2016.04|Empregados - admissões|1.258.970|231410417
2016.05|Empregados - admissões|1.209.991|231410417
2016.06|Empregados - admissões|1.204.763|231410417
2016.07|Empregados - admissões|1.168.011|231410417
2016.08|Empregados - admissões|1.253.728|231410417
2016.09|Empregados - admissões|1.142.797|231410417
2016.10|Empregados - admissões|1.104.431|231410417
2016.11|Empregados - admissões|1.103.767|231410417
2016.12|Empregados - admissões|869.439|231410417
2017.01|Empregados - admissões|1.225.262|231410417
2017.02|Empregados - admissões|1.250.831|231410417
2017.03|Empregados - admissões|1.261.332|231410417
2017.04|Empregados - admissões|1.141.850|231410417
2017.05|Empregados - admissões|1.242.433|231410417
2017.06|Empregados - admissões|1.181.930|231410417
2017.07|Empregados - admissões|1.167.770|231410417
2017.08|Empregados - admissões|1.254.951|231410417
2017.09|Empregados - admissões|1.148.307|231410417
2017.10|Empregados - admissões|1.187.819|231410417
2017.11|Empregados - admissões|1.111.798|231410417
2017.12|Empregados - admissões|910.586|231410417
2018.01|Empregados - admissões|1.284.498|231410417
2018.02|Empregados - admissões|1.274.965|231410417
2018.03|Empregados - admissões|1.340.153|231410417
2018.04|Empregados - admissões|1.305.225|231410417
2018.05|Empregados - admissões|1.277.576|231410417
2018.06|Empregados - admissões|1.167.531|231410417
2018.07|Empregados - admissões|1.219.187|231410417
2018.08|Empregados - admissões|1.353.422|231410417
2018.09|Empregados - admissões|1.234.591|231410417
2018.10|Empregados - admissões|1.279.502|231410417
2018.11|Empregados - admissões|1.189.414|231410417
2018.12|Empregados - admissões|961.145|231410417
2019.01|Empregados - admissões|1.325.183|231410417
2019.02|Empregados - admissões|1.453.284|231410417
2019.03|Empregados - admissões|1.261.177|231410417
2019.04|Empregados - admissões|1.374.628|231410417
2019.05|Empregados - admissões|1.347.304|231410417
2019.06|Empregados - admissões|1.248.106|231410417
2019.07|Empregados - admissões|1.331.189|231410417
2019.08|Empregados - admissões|1.382.407|231410417
2019.09|Empregados - admissões|1.341.716|231410417
2019.10|Empregados - admissões|1.365.054|231410417
2019.11|Empregados - admissões|1.291.837|231410417
2019.12|Empregados - admissões|990.848|231410417
Data|Empregados - demissões||231410418
Empregados - demissões|Empregados - demissões||231410418
1999.05|Empregados - demissões|635.522|231410418
1999.06|Empregados - demissões|673.129|231410418
1999.07|Empregados - demissões|677.848|231410418
1999.08|Empregados - demissões|676.838|231410418
1999.09|Empregados - demissões|691.425|231410418
1999.10|Empregados - demissões|670.349|231410418
1999.11|Empregados - demissões|703.072|231410418
1999.12|Empregados - demissões|790.647|231410418
2000.01|Empregados - demissões|726.009|231410418
2000.03|Empregados - demissões|759.494|231410418
2000.04|Empregados - demissões|658.984|231410418
2000.05|Empregados - demissões|760.844|231410418
2000.06|Empregados - demissões|718.376|231410418
2000.07|Empregados - demissões|733.354|231410418
2000.08|Empregados - demissões|788.007|231410418
2000.09|Empregados - demissões|722.541|231410418
2000.10|Empregados - demissões|809.479|231410418
2000.11|Empregados - demissões|759.879|231410418
2000.12|Empregados - demissões|856.818|231410418
2001.01|Empregados - demissões|861.188|231410418
2001.02|Empregados - demissões|771.367|231410418
2001.03|Empregados - demissões|889.041|231410418
2001.04|Empregados - demissões|740.237|231410418
2001.05|Empregados - demissões|841.129|231410418
2001.06|Empregados - demissões|781.159|231410418
2001.07|Empregados - demissões|812.844|231410418
2001.08|Empregados - demissões|843.325|231410418
2001.09|Empregados - demissões|781.155|231410418
2001.10|Empregados - demissões|775.040|231410418
2001.11|Empregados - demissões|816.160|231410418
2001.12|Empregados - demissões|847.919|231410418
2002.01|Empregados - demissões|732.284|231410418
2002.02|Empregados - demissões|664.420|231410418
2002.03|Empregados - demissões|783.319|231410418
2002.04|Empregados - demissões|770.784|231410418
2002.05|Empregados - demissões|771.118|231410418
2002.06|Empregados - demissões|642.005|231410418
2002.07|Empregados - demissões|770.352|231410418
2002.08|Empregados - demissões|784.912|231410418
2002.09|Empregados - demissões|706.750|231410418
2002.10|Empregados - demissões|816.712|231410418
2002.11|Empregados - demissões|786.836|231410418
2002.12|Empregados - demissões|820.473|231410418
2003.01|Empregados - demissões|786.792|231410418
2003.02|Empregados - demissões|757.096|231410418
2003.03|Empregados - demissões|752.398|231410418
2003.04|Empregados - demissões|715.429|231410418
2003.05|Empregados - demissões|763.755|231410418
2003.06|Empregados - demissões|699.084|231410418
2003.07|Empregados - demissões|775.150|231410418
2003.08|Empregados - demissões|759.702|231410418
2003.09|Empregados - demissões|738.317|231410418
2003.10|Empregados - demissões|780.861|231410418
2003.11|Empregados - demissões|753.845|231410418
2003.12|Empregados - demissões|881.481|231410418
2004.01|Empregados - demissões|750.092|231410418
2004.02|Empregados - demissões|732.972|231410418
2004.03|Empregados - demissões|889.880|231410418
2004.04|Empregados - demissões|773.928|231410418
2004.05|Empregados - demissões|739.405|231410418
2004.06|Empregados - demissões|778.599|231410418
2004.07|Empregados - demissões|780.595|231410418
2004.08|Empregados - demissões|818.840|231410418
2004.09|Empregados - demissões|787.989|231410418
2004.10|Empregados - demissões|790.904|231410418
2004.11|Empregados - demissões|852.104|231410418
2004.12|Empregados - demissões|1.077.912|231410418
2005.01|Empregados - demissões|864.648|231410418
2005.02|Empregados - demissões|898.017|231410418
2005.03|Empregados - demissões|979.505|231410418
2005.04|Empregados - demissões|843.935|231410418
2005.05|Empregados - demissões|888.802|231410418
2005.06|Empregados - demissões|894.412|231410418
2005.07|Empregados - demissões|887.229|231410418
2005.08|Empregados - demissões|936.338|231410418
2005.09|Empregados - demissões|869.505|231410418
2005.10|Empregados - demissões|853.551|231410418
2005.11|Empregados - demissões|953.934|231410418
2005.12|Empregados - demissões|1.055.144|231410418
2006.01|Empregados - demissões|962.829|231410418
2006.02|Empregados - demissões|886.348|231410418
2006.03|Empregados - demissões|1.053.182|231410418
2006.04|Empregados - demissões|846.299|231410418
2006.05|Empregados - demissões|966.940|231410418
2006.06|Empregados - demissões|924.957|231410418
2006.07|Empregados - demissões|925.389|231410418
2006.08|Empregados - demissões|1.017.807|231410418
2006.09|Empregados - demissões|915.926|231410418
2006.10|Empregados - demissões|950.597|231410418
2006.11|Empregados - demissões|1.015.408|231410418
2006.12|Empregados - demissões|1.136.781|231410418
2007.01|Empregados - demissões|1.038.575|231410418
2007.02|Empregados - demissões|989.718|231410418
2007.03|Empregados - demissões|1.109.489|231410418
2007.04|Empregados - demissões|970.960|231410418
2007.05|Empregados - demissões|1.081.280|231410418
2007.06|Empregados - demissões|1.015.942|231410418
2007.07|Empregados - demissões|1.063.543|231410418
2007.08|Empregados - demissões|1.120.194|231410418
2007.09|Empregados - demissões|973.119|231410418
2007.10|Empregados - demissões|1.075.441|231410418
2007.11|Empregados - demissões|1.058.094|231410418
2007.12|Empregados - demissões|1.227.542|231410418
2008.01|Empregados - demissões|1.166.001|231410418
2008.02|Empregados - demissões|1.171.945|231410418
2008.03|Empregados - demissões|1.226.584|231410418
2008.04|Empregados - demissões|1.208.636|231410418
2008.05|Empregados - demissões|1.186.605|231410418
2008.06|Empregados - demissões|1.182.609|231410418
2008.07|Empregados - demissões|1.299.590|231410418
2008.08|Empregados - demissões|1.244.883|231410418
2008.09|Empregados - demissões|1.271.730|231410418
2008.10|Empregados - demissões|1.389.804|231410418
2008.11|Empregados - demissões|1.316.495|231410418
2008.12|Empregados - demissões|1.542.245|231410418
2009.01|Empregados - demissões|1.318.298|231410418
2009.02|Empregados - demissões|1.224.375|231410418
2009.03|Empregados - demissões|1.384.693|231410418
2009.04|Empregados - demissões|1.244.241|231410418
2009.05|Empregados - demissões|1.217.018|231410418
2009.06|Empregados - demissões|1.236.854|231410418
2009.07|Empregados - demissões|1.259.779|231410418
2009.08|Empregados - demissões|1.215.329|231410418
2009.09|Empregados - demissões|1.238.963|231410418
2009.10|Empregados - demissões|1.202.959|231410418
2009.11|Empregados - demissões|1.166.348|231410418
2009.12|Empregados - demissões|1.483.673|231410418
2010.01|Empregados - demissões|1.229.043|231410418
2010.02|Empregados - demissões|1.316.896|231410418
2010.03|Empregados - demissões|1.553.630|231410418
2010.04|Empregados - demissões|1.355.007|231410418
2010.05|Empregados - demissões|1.395.291|231410418
2010.06|Empregados - demissões|1.410.127|231410418
2010.07|Empregados - demissões|1.432.523|231410418
2010.08|Empregados - demissões|1.441.244|231410418
2010.09|Empregados - demissões|1.441.710|231410418
2010.10|Empregados - demissões|1.415.731|231410418
2010.11|Empregados - demissões|1.438.625|231410418
2010.12|Empregados - demissões|1.638.073|231410418
2011.01|Empregados - demissões|1.498.281|231410418
2011.02|Empregados - demissões|1.516.418|231410418
2011.03|Empregados - demissões|1.673.247|231410418
2011.04|Empregados - demissões|1.502.153|231410418
2011.05|Empregados - demissões|1.660.598|231410418
2011.06|Empregados - demissões|1.566.424|231410418
2011.07|Empregados - demissões|1.556.300|231410418
2011.08|Empregados - demissões|1.639.875|231410418
2011.09|Empregados - demissões|1.553.948|231410418
2011.10|Empregados - demissões|1.538.423|231410418
2011.11|Empregados - demissões|1.577.687|231410418
2011.12|Empregados - demissões|1.713.223|231410418
2012.01|Empregados - demissões|1.592.595|231410418
2012.02|Empregados - demissões|1.589.462|231410418
2012.03|Empregados - demissões|1.769.381|231410418
2012.04|Empregados - demissões|1.581.127|231410418
2012.05|Empregados - demissões|1.645.396|231410418
2012.06|Empregados - demissões|1.611.887|231410418
2012.07|Empregados - demissões|1.610.745|231410418
2012.08|Empregados - demissões|1.718.829|231410418
2012.09|Empregados - demissões|1.514.413|231410418
2012.10|Empregados - demissões|1.643.592|231410418
2012.11|Empregados - demissões|1.578.211|231410418
2012.12|Empregados - demissões|1.708.160|231410418
2013.01|Empregados - demissões|1.765.372|231410418
2013.02|Empregados - demissões|1.650.965|231410418
2013.03|Empregados - demissões|1.736.698|231410418
2013.04|Empregados - demissões|1.741.256|231410418
2013.05|Empregados - demissões|1.755.094|231410418
2013.06|Empregados - demissões|1.648.358|231410418
2013.07|Empregados - demissões|1.739.845|231410418
2013.08|Empregados - demissões|1.718.267|231410418
2013.09|Empregados - demissões|1.594.390|231410418
2013.10|Empregados - demissões|1.746.213|231410418
2013.11|Empregados - demissões|1.570.940|231410418
2013.12|Empregados - demissões|1.543.966|231410418
2014.01|Empregados - demissões|1.748.482|231410418
2014.02|Empregados - demissões|1.728.358|231410418
2014.03|Empregados - demissões|1.754.852|231410418
2014.04|Empregados - demissões|1.757.131|231410418
2014.05|Empregados - demissões|1.790.755|231410418
2014.06|Empregados - demissões|1.614.044|231410418
2014.07|Empregados - demissões|1.735.001|231410418
2014.08|Empregados - demissões|1.647.393|231410418
2014.09|Empregados - demissões|1.646.644|231410418
2014.10|Empregados - demissões|1.748.656|231410418
2014.11|Empregados - demissões|1.604.625|231410418
2014.12|Empregados - demissões|1.732.404|231410418
2015.01|Empregados - demissões|1.681.868|231410418
2015.02|Empregados - demissões|1.649.118|231410418
2015.03|Empregados - demissões|1.699.937|231410418
2015.04|Empregados - demissões|1.625.509|231410418
2015.05|Empregados - demissões|1.580.244|231410418
2015.06|Empregados - demissões|1.564.534|231410418
2015.07|Empregados - demissões|1.555.298|231410418
2015.08|Empregados - demissões|1.478.886|231410418
2015.09|Empregados - demissões|1.422.337|231410418
2015.10|Empregados - demissões|1.406.585|231410418
2015.11|Empregados - demissões|1.309.708|231410418
2015.12|Empregados - demissões|1.513.239|231410418
2016.01|Empregados - demissões|1.304.734|231410418
2016.02|Empregados - demissões|1.381.202|231410418
2016.03|Empregados - demissões|1.493.261|231410418
2016.04|Empregados - demissões|1.321.814|231410418
2016.05|Empregados - demissões|1.282.606|231410418
2016.06|Empregados - demissões|1.295.795|231410418
2016.07|Empregados - demissões|1.262.735|231410418
2016.08|Empregados - demissões|1.287.681|231410418
2016.09|Empregados - demissões|1.182.079|231410418
2016.10|Empregados - demissões|1.179.179|231410418
2016.11|Empregados - demissões|1.220.514|231410418
2016.12|Empregados - demissões|1.331.805|231410418
2017.01|Empregados - demissões|1.266.126|231410418
2017.02|Empregados - demissões|1.215.219|231410418
2017.03|Empregados - demissões|1.324.956|231410418
2017.04|Empregados - demissões|1.081.994|231410418
2017.05|Empregados - demissões|1.208.180|231410418
2017.06|Empregados - demissões|1.172.109|231410418
2017.07|Empregados - demissões|1.131.870|231410418
2017.08|Empregados - demissões|1.219.494|231410418
2017.09|Empregados - demissões|1.113.915|231410418
2017.10|Empregados - demissões|1.111.220|231410418
2017.11|Empregados - demissões|1.124.090|231410418
2017.12|Empregados - demissões|1.239.125|231410418
2018.01|Empregados - demissões|1.206.676|231410418
2018.02|Empregados - demissões|1.213.777|231410418
2018.03|Empregados - demissões|1.248.002|231410418
2018.04|Empregados - demissões|1.189.327|231410418
2018.05|Empregados - demissões|1.243.917|231410418
2018.06|Empregados - demissões|1.168.192|231410418
2018.07|Empregados - demissões|1.171.868|231410418
2018.08|Empregados - demissões|1.242.991|231410418
2018.09|Empregados - demissões|1.097.255|231410418
2018.10|Empregados - demissões|1.221.769|231410418
2018.11|Empregados - demissões|1.130.750|231410418
2018.12|Empregados - demissões|1.295.607|231410418
2019.01|Empregados - demissões|1.290.870|231410418
2019.02|Empregados - demissões|1.280.145|231410418
2019.03|Empregados - demissões|1.304.373|231410418
2019.04|Empregados - demissões|1.245.027|231410418
2019.05|Empregados - demissões|1.315.164|231410418
2019.06|Empregados - demissões|1.199.670|231410418
2019.07|Empregados - demissões|1.287.369|231410418
2019.08|Empregados - demissões|1.261.020|231410418
2019.09|Empregados - demissões|1.184.503|231410418
2019.10|Empregados - demissões|1.294.202|231410418
2019.11|Empregados - demissões|1.192.605|231410418
2019.12|Empregados - demissões|1.298.159|231410418
